ID,Predicted
120661,2084P0800X
120670,2084P0800X
120672,208000000X
120673,2084P0800X
120677,1835N1003X
120679,2084P0800X
120680,207Q00000X
120686,2084P0800X
120687,2084P0800X
120688,207Q00000X
120689,2084N0400X
120690,207Q00000X
120691,207R00000X
120697,
120701,2084P0800X
120702,207R00000X
120705,207T00000X
120707,207R00000X
120708,2084A2900X
120710,2084P0800X
120718,207Q00000X
120719,207RC0000X
120722,2084P0800X
120726,2084N0400X
120731,207Q00000X
120732,207R00000X
120733,2084N0400X
120737,207Q00000X
120740,2084P0800X
120748,207Q00000X
120760,208000000X
120767,207L00000X
120770,2085R0001X
120773,207R00000X
120775,2084P0800X
120776,207W00000X
120778,363A00000X
120785,2084P0800X
120786,2084P0800X
120791,2084P0804X
120794,2084P0800X
120798,207R00000X
120799,207Q00000X
120807,2084N0400X
120810,2084P0800X
120814,2084P0800X
120818,207Q00000X
120819,2084P0805X
120822,207Q00000X
120836,207RH0002X
120839,2084P0800X
120847,207R00000X
120848,204D00000X
120850,207Q00000X
120855,208000000X
120856,2084N0400X
120867,163W00000X
120869,207W00000X
120871,2084P0800X
120875,207Q00000X
120884,207Q00000X
120885,2084P0800X
120886,207R00000X
120888,207K00000X
120892,
120895,207Q00000X
120897,207RH0003X
120902,207T00000X
120905,207RG0100X
120909,2084N0400X
120913,2084N0400X
120914,207R00000X
120916,207Q00000X
120922,207Q00000X
120926,207RI0200X
120928,2084N0400X
120932,207RG0100X
120934,2084N0400X
120938,2084N0400X
120940,2084N0400X
120942,
120945,2084P0800X
120946,2084P0800X
120947,207R00000X
120949,2084P0800X
120950,2084P0800X
120953,2084N0400X
120954,207R00000X
120957,
120961,207R00000X
120964,2080P0008X
120965,2084N0400X
120968,207Q00000X
120971,207R00000X
120972,2084P0800X
120973,
120980,2084N0400X
120985,207V00000X
120986,2084N0600X
120988,2084N0400X
120991,2084P0800X
120993,207Q00000X
120994,
121000,207RC0000X
121004,207Q00000X
121005,207Q00000X
121012,207Q00000X
121013,208000000X
121016,
121020,2084P0804X
121025,2084N0400X
121026,2084P0800X
121029,2084N0402X
121031,207T00000X
121033,207N00000X
121034,207Q00000X
121037,2084P0800X
121052,363LF0000X
121053,207R00000X
121061,207R00000X
121064,2084P0800X
121069,207RC0000X
121071,
121072,207Q00000X
121084,2084P0800X
121088,207Q00000X
121093,2084N0400X
121096,
121100,207Q00000X
121103,363A00000X
121109,174400000X
121112,2084P0804X
121113,207T00000X
121115,207Q00000X
121123,2084N0400X
121125,2084P0800X
121126,207NS0135X
121134,207Q00000X
121136,
121138,2084N0400X
121143,2084P0800X
121144,208000000X
121145,2084P0800X
121147,207Q00000X
121150,174400000X
121153,207Q00000X
121160,174400000X
121162,207Q00000X
121172,207Q00000X
121173,2084P0800X
121174,
121179,207P00000X
121180,207RI0200X
121187,2084P0800X
121188,207RC0000X
121197,2084P0800X
121200,2085R0001X
121202,207RG0300X
121203,2084P0800X
121209,2084N0402X
121216,207T00000X
121218,2084P0800X
121221,
121223,2084N0400X
121224,2084P0800X
121225,2084N0400X
121227,207R00000X
121235,207Q00000X
121238,207Q00000X
121239,2084P0800X
121241,207T00000X
121244,2084P0800X
121248,207R00000X
121253,207Q00000X
121256,2084P0800X
121261,207R00000X
121262,2084N0400X
121269,207P00000X
121270,208100000X
121271,2084P0800X
121273,2084N0400X
121274,207Q00000X
121276,207Q00000X
121281,207Q00000X
121282,2084P0800X
121284,
121286,207RG0100X
121288,2084P0800X
121296,207R00000X
121299,2084P0804X
121303,207RI0200X
121304,207Q00000X
121305,207Q00000X
121306,207R00000X
121314,207L00000X
121322,207P00000X
121325,2084N0400X
121327,2084N0400X
121333,2084P0800X
121335,363LF0000X
121336,
121339,207Q00000X
121350,2084N0400X
121355,2084P0800X
121357,
121358,208000000X
121359,2084P0800X
121361,207QG0300X
121362,207Q00000X
121366,2084N0400X
121374,208000000X
121375,
121379,2080P0008X
121380,207Q00000X
121388,2084N0400X
121389,207R00000X
121390,2084P0800X
121392,207R00000X
121395,207Q00000X
121396,
121398,207P00000X
121403,207T00000X
121410,207Q00000X
121416,2084P0800X
121419,2084N0400X
121430,2084N0402X
121431,207R00000X
121433,
121442,2084N0400X
121444,2084P0800X
121446,
121447,207N00000X
121450,2084P0800X
121451,2084P0800X
121452,2084N0400X
121455,207R00000X
121456,207R00000X
121459,207Q00000X
121468,207KI0005X
121469,
121472,207RI0200X
121477,174400000X
121478,2084N0400X
121480,2084N0400X
121483,207R00000X
121486,2084P0800X
121489,
121492,207P00000X
121493,2084P0800X
121494,207Q00000X
121500,207Q00000X
121503,2084N0600X
121504,163W00000X
121507,2084N0400X
121519,207Q00000X
121521,208000000X
121523,207Q00000X
121528,2084N0400X
121535,2084P0800X
121542,2084P0800X
121543,2084P0800X
121548,207Q00000X
121554,2084P0800X
121558,207Q00000X
121563,207QS0010X
121569,207W00000X
121570,2084P0804X
121574,2084P0800X
121575,2084N0400X
121577,207RH0000X
121578,207Q00000X
121579,2084P0800X
121580,2081P2900X
121581,207RC0000X
121582,
121589,2084P0800X
121590,207R00000X
121591,207RH0003X
121595,207Q00000X
121596,207R00000X
121599,2084N0400X
121601,2084N0400X
121603,2084N0400X
121605,207Q00000X
121606,2084P0800X
121608,207R00000X
121610,207RC0000X
121614,2084A0401X
121619,207Q00000X
121620,207RH0003X
121625,2084P0800X
121626,2084N0400X
121632,2084N0400X
121633,207Q00000X
121637,207T00000X
121639,2084P0800X
121642,2084N0400X
121645,363A00000X
121651,2084N0400X
121653,207RI0011X
121656,
121666,207N00000X
121667,2084N0600X
121679,2084P0800X
121680,208G00000X
121688,207Q00000X
121692,2084P0800X
121693,2084N0400X
121694,207QA0505X
121696,207Q00000X
121700,
121701,2084P0805X
121702,207Q00000X
121711,2084P0800X
121721,207Q00000X
121727,208000000X
121728,207ZP0105X
121734,2084P0800X
121736,2084D0003X
121742,207R00000X
121753,363LF0000X
121754,
121760,2084P0800X
121762,2084P0800X
121763,2084P0800X
121764,207T00000X
121769,207R00000X
121772,2084P0800X
121773,207RI0011X
121777,2084N0400X
121779,207Q00000X
121783,2084P0800X
121792,
121793,207WX0120X
121797,
121798,2084N0402X
121800,2084N0400X
121802,208000000X
121808,207Q00000X
121810,2084N0400X
121813,207R00000X
121816,207R00000X
121818,207RG0100X
121821,207N00000X
121826,207RG0100X
121832,2084P0800X
121834,2084N0400X
121841,207KI0005X
121842,207RH0003X
121845,207Q00000X
121847,2084A2900X
121849,207Q00000X
121854,2084P0800X
121855,
121857,
121860,207T00000X
121861,207Q00000X
121865,207R00000X
121874,207N00000X
121875,207QS1201X
121879,2084P0800X
121883,2084N0400X
121884,207Q00000X
121891,
121896,207Q00000X
121904,207R00000X
121906,207R00000X
121908,2084N0400X
121909,2084P0800X
121911,2084N0400X
121912,363LP0808X
121916,2084N0400X
121918,207R00000X
121919,2084P0800X
121920,207R00000X
121929,2084N0400X
121931,2084N0400X
121935,207Y00000X
121937,2084N0400X
121938,2084P0800X
121943,2084P0800X
121951,207ZP0105X
121955,2084N0400X
121956,
121957,207Q00000X
121961,207Q00000X
121964,207R00000X
121970,363LF0000X
121972,2084N0400X
121973,2084P0800X
121974,207Q00000X
121978,2084P0800X
121980,2084N0400X
121981,207R00000X
121983,2084P0800X
121988,2084N0400X
121992,2084N0600X
121993,2084P0800X
121998,2084P0800X
121999,207V00000X
122000,207RH0003X
122005,2084N0400X
122007,208000000X
122010,
122011,363LP0808X
122013,2084P0800X
122014,207R00000X
122016,207Q00000X
122021,2084N0600X
122024,207T00000X
122025,2084P0800X
122030,207R00000X
122032,2084P0800X
122033,2085R0001X
122037,207Q00000X
122042,207R00000X
122048,207R00000X
122054,2084N0400X
122060,163WP0808X
122062,207Q00000X
122070,207R00000X
122073,207Q00000X
122075,
122077,207RG0100X
122081,2084N0600X
122082,207T00000X
122087,207Q00000X
122089,2084P0800X
122090,2084N0400X
122092,207Q00000X
122093,207Q00000X
122096,2084N0400X
122097,2084P0800X
122102,
122103,2084N0400X
122105,2084N0400X
122108,2084N0400X
122109,207R00000X
122115,207ZP0105X
122121,2084P0800X
122124,2084P0800X
122130,146D00000X
122131,207P00000X
122134,2084P0800X
122143,208000000X
122144,2084P0800X
122146,207Q00000X
122147,2084P0800X
122148,207R00000X
122150,207Q00000X
122151,2084P0800X
122153,208000000X
122158,207Q00000X
122161,207Q00000X
122167,208000000X
122176,
122180,207R00000X
122191,
122194,2084N0400X
122195,207Q00000X
122202,
122206,2084P0800X
122209,
122210,207ZD0900X
122213,2084N0400X
122215,207R00000X
122217,207RC0000X
122219,2084P0800X
122229,207Q00000X
122231,2084P0800X
122232,2084P0800X
122239,207P00000X
122244,207N00000X
122245,207Q00000X
122247,163WP0808X
122256,2084N0400X
122262,2084P0800X
122264,207RH0003X
122266,2084P0800X
122275,2084P0800X
122282,
122286,2084P0800X
122287,207Q00000X
122299,207R00000X
122300,2084N0400X
122301,207RG0100X
122307,2085R0001X
122312,2084N0400X
122317,208000000X
122318,2084P0800X
122319,2084P0800X
122320,2084N0400X
122321,2084P0800X
122323,207N00000X
122324,2084P0800X
122328,2084P0800X
122339,207ZP0105X
122344,207Q00000X
122351,207ZB0001X
122353,2084N0400X
122354,207RE0101X
122355,207RH0003X
122356,207Q00000X
122360,2084P0800X
122365,208000000X
122369,2084N0600X
122372,207Q00000X
122376,
122378,207R00000X
122384,2084N0400X
122386,207R00000X
122389,2084P0800X
122390,2084P0800X
122392,
122396,207Q00000X
122403,2084P0800X
122404,207Q00000X
122407,2084P0804X
122408,207Q00000X
122409,2084P0800X
122412,2084N0400X
122413,207R00000X
122415,2084N0400X
122416,207T00000X
122420,207Q00000X
122424,2084P0800X
122426,207T00000X
122430,2084N0400X
122431,207P00000X
122448,
122455,207RC0000X
122457,174400000X
122460,2084N0400X
122465,2084N0400X
122466,2084P0800X
122470,207T00000X
122473,207R00000X
122478,
122480,207Q00000X
122481,2084N0402X
122482,207R00000X
122485,
122486,2084P0800X
122492,207L00000X
122495,2084N0402X
122500,207RG0100X
122501,2084P0800X
122503,363L00000X
122504,207RC0200X
122511,207Q00000X
122517,2084N0400X
122522,207P00000X
122524,
122529,2084N0400X
122530,2084P0800X
122533,2084P0800X
122536,207RG0100X
122540,2084P0804X
122541,207Q00000X
122542,2084P0800X
122544,363LP0808X
122547,2084P0800X
122549,2084P0800X
122550,2084N0400X
122552,2084P0800X
122555,390200000X
122556,207Q00000X
122561,2084N0400X
122562,2084P0800X
122567,207R00000X
122570,207QG0300X
122574,2084P0800X
122575,207RC0000X
122578,2084N0400X
122580,207RH0003X
122585,2084P0800X
122590,363LA2200X
122591,207R00000X
122592,207R00000X
122596,2084P0800X
122597,207RG0300X
122601,2084N0402X
122602,363A00000X
122607,207R00000X
122613,207Q00000X
122614,2084N0400X
122617,208000000X
122620,2084N0402X
122624,207Q00000X
122630,2084P0800X
122633,2084N0400X
122635,207W00000X
122638,2084N0402X
122639,2084N0400X
122645,207Q00000X
122651,208000000X
122657,2084P0800X
122659,207R00000X
122662,207Q00000X
122666,207R00000X
122669,207Q00000X
122673,2084N0402X
122675,207Q00000X
122678,2084P0800X
122682,207Q00000X
122685,207Q00000X
122702,2084P0800X
122714,2084P0800X
122716,207ZP0105X
122718,2084P0800X
122724,2084P0800X
122726,207Q00000X
122728,363A00000X
122730,207Q00000X
122732,207R00000X
122740,2084N0400X
122742,2084P0800X
122746,2084N0400X
122747,207R00000X
122748,2084P0800X
122753,2084N0400X
122754,207RH0000X
122756,2084P0800X
122758,
122762,208000000X
122770,2080P0207X
122771,207R00000X
122774,207T00000X
122780,207RC0000X
122781,2084P0800X
122783,208000000X
122791,363LF0000X
122793,207RG0100X
122794,207R00000X
122801,207Q00000X
122805,207T00000X
122815,363L00000X
122818,390200000X
122824,207Q00000X
122826,2084N0400X
122827,
122828,207RC0000X
122830,207RX0202X
122831,207RG0100X
122833,
122839,2084P0800X
122840,207Q00000X
122842,2084N0400X
122846,2084N0400X
122851,2084P0800X
122858,2084N0400X
122872,207R00000X
122875,2084P0800X
122876,2084P0800X
122880,
122882,
122885,2084N0400X
122888,207T00000X
122890,
122899,2084P0800X
122901,2084P0800X
122902,207R00000X
122906,2084P0800X
122916,2084N0400X
122920,
122921,2084P0800X
122925,2084P0800X
122932,207VM0101X
122935,2084N0600X
122938,207RP1001X
122940,
122942,2084P0800X
122945,
122951,208D00000X
122957,2084P0800X
122963,207Q00000X
122964,363L00000X
122965,2084P0800X
122966,207RG0100X
122969,2084N0400X
122973,207Q00000X
122975,2084N0400X
122977,
122980,2084P0800X
122983,207Q00000X
122988,2084P0800X
122990,2084N0400X
122991,207Q00000X
122992,2084P0800X
122995,207P00000X
122996,
122998,207Q00000X
123008,207Q00000X
123012,207Q00000X
123013,2084N0400X
123016,
123022,
123023,2084P0800X
123024,207Q00000X
123027,2084N0400X
123028,207KA0200X
123031,2084P0800X
123032,207N00000X
123034,2084N0400X
123038,2084P0800X
123047,207RG0100X
123048,207RG0100X
123049,
123051,2080P0207X
123052,
123054,2084F0202X
123055,2084P0800X
123058,2084P0800X
123072,
123073,2084N0402X
123080,2084N0400X
123081,207T00000X
123084,2084P0800X
123085,2084N0400X
123092,2084P0800X
123095,2084P0800X
123097,207Q00000X
123098,207Q00000X
123099,2084N0400X
123100,2084P0800X
123101,207R00000X
123107,2084P0800X
123108,2084P0800X
123110,
123111,2084P0800X
123121,2084N0400X
123124,174400000X
123131,163WP0808X
123132,2084P0800X
123136,2084B0040X
123144,207Q00000X
123147,207QA0401X
123148,207RC0200X
123157,2084P0800X
123166,207R00000X
123168,2084P0800X
123174,2084N0600X
123176,2084P0800X
123179,2084N0600X
123185,207RG0100X
123188,2084N0400X
123199,2084N0400X
123201,2084P0800X
123203,
123212,2084N0400X
123215,2084N0402X
123216,2084N0400X
123218,2084D0003X
123219,207Q00000X
123224,208000000X
123225,2084P0800X
123226,207Q00000X
123231,207Q00000X
123232,2084N0400X
123238,174400000X
123240,207Q00000X
123243,2084P0800X
123244,2084N0402X
123249,
123250,207R00000X
123256,207Q00000X
123262,208000000X
123272,2084N0400X
123273,207R00000X
123274,
123278,207R00000X
123279,207Q00000X
123280,2084P0800X
123285,2084P0800X
123286,208000000X
123287,207T00000X
123289,207R00000X
123290,
123297,2084P0800X
123305,2084N0400X
123308,207RI0011X
123311,2084N0600X
123313,2084P0800X
123314,208000000X
123315,207Q00000X
123316,207RG0100X
123322,
123323,2084N0400X
123332,2084N0008X
123333,2084N0400X
123334,
123340,207T00000X
123342,207RH0003X
123344,2084N0600X
123345,2084N0400X
123350,207Q00000X
123356,207RH0003X
123357,2084P0800X
123359,208M00000X
123365,2084N0400X
123367,363L00000X
123368,2084P0800X
123371,2084N0402X
123375,2084N0400X
123377,2084N0400X
123380,2084N0400X
123381,207RP1001X
123385,207Q00000X
123388,207Q00000X
123390,207RA0001X
123392,2084P0800X
123394,207R00000X
123395,207Q00000X
123400,2084P0800X
123403,208600000X
123405,2084P0800X
123410,2084N0400X
123411,207RI0200X
123413,2084N0400X
123417,
123421,2084P0800X
123426,207R00000X
123430,2084N0400X
123435,2084N0400X
123437,207RP1001X
123439,2084P0800X
123443,207RH0003X
123444,207Q00000X
123449,2084P0800X
123452,2084N0400X
123459,207RG0100X
123460,2084P0800X
123477,2084N0400X
123479,207RC0200X
123480,207R00000X
123485,207Q00000X
123487,207RC0000X
123488,2084P0800X
123490,2084P0800X
123495,
123501,2084P0800X
123506,2084P0800X
123508,207N00000X
123517,2084N0400X
123527,207V00000X
123530,2084N0400X
123534,
123537,
123561,207Q00000X
123564,207R00000X
123571,2084P0800X
123575,207RA0401X
123576,2084N0400X
123579,207RC0200X
123582,207N00000X
123583,
123584,2084P0800X
123588,2084N0400X
123597,207Q00000X
123603,2084N0400X
123606,2080P0206X
123609,207Q00000X
123613,2084N0400X
123624,207R00000X
123627,207RG0100X
123628,207Q00000X
123630,2084N0400X
123637,2084N0400X
123638,2084N0400X
123644,208000000X
123645,207Q00000X
123657,2084N0400X
123662,2084N0400X
123663,2084P0800X
123668,2084V0102X
123674,363AM0700X
123677,2084P0800X
123680,2084N0400X
123689,207Q00000X
123690,204D00000X
123692,207Q00000X
123694,2084P0800X
123697,
123700,208000000X
123704,207Q00000X
123707,207Q00000X
123710,2084N0400X
123713,207Q00000X
123714,
123715,207R00000X
123721,207Q00000X
123722,
123723,207R00000X
123730,2084P0800X
123731,2084P0800X
123736,2084P0800X
123738,2084N0400X
123741,207ZP0105X
123742,2084N0400X
123751,207R00000X
123755,207T00000X
123758,207RG0100X
123759,207Q00000X
123762,2084P0800X
123763,2084P0800X
123770,207RI0200X
123783,207P00000X
123784,
123786,207QG0300X
123787,207Q00000X
123791,2084P0800X
123793,2084P0800X
123795,2084N0400X
123799,2084P0800X
123805,207RH0000X
123809,207Q00000X
123814,
123817,208000000X
123822,2084A0401X
123823,207R00000X
123830,390200000X
123832,207RG0100X
123836,2084P0800X
123837,2084N0400X
123838,2084N0400X
123841,207Q00000X
123851,207ZC0500X
123855,207W00000X
123856,207R00000X
123857,2084P0800X
123859,207Q00000X
123863,2084P0800X
123870,207RH0003X
123876,207QG0300X
123878,2084P0800X
123882,
123885,2084P0800X
123891,2084F0202X
123892,2084N0400X
123893,207R00000X
123903,
123904,208000000X
123906,363LP0808X
123910,2084P0800X
123914,207R00000X
123916,207Q00000X
123918,207R00000X
123919,207N00000X
123921,2084P0800X
123923,207R00000X
123924,2084N0400X
123927,2084N0400X
123929,207Q00000X
123930,
123932,2084P0800X
123933,207R00000X
123939,207Q00000X
123944,2084N0400X
123946,207L00000X
123950,
123952,2084N0400X
123966,2084P0800X
123969,2084N0400X
123971,2084N0400X
123975,207Q00000X
123979,207Q00000X
123980,207Q00000X
123983,207Q00000X
123993,
123996,2084N0600X
124006,174400000X
124010,207R00000X
124012,207T00000X
124015,2084P0800X
124023,204C00000X
124031,2084P0800X
124034,207Q00000X
124038,
124043,2084P0804X
124049,207Q00000X
124051,207R00000X
124056,208000000X
124061,207Q00000X
124062,2084N0400X
124063,
124066,
124069,2084N0400X
124070,
124073,2084P0800X
124076,207Q00000X
124081,207Q00000X
124084,207RA0000X
124086,2084P0800X
124093,2085R0202X
124098,363A00000X
124105,2084N0400X
124106,207R00000X
124107,2080S0012X
124108,207N00000X
124111,207R00000X
124114,2084P0800X
124115,207R00000X
124118,2084P0800X
124126,2084P0800X
124127,207Q00000X
124134,207RI0011X
124137,2084P0800X
124140,207Q00000X
124157,207Q00000X
124158,207ZP0105X
124160,208000000X
124163,207R00000X
124165,2084P0800X
124166,207R00000X
124176,
124178,
124185,207R00000X
124187,207Q00000X
124191,207R00000X
124192,2084N0400X
124196,207RI0011X
124197,2084N0400X
124198,
124199,207Q00000X
124202,207Q00000X
124204,
124208,2084N0400X
124211,2084N0400X
124213,2084N0400X
124215,
124218,207R00000X
124228,2084P0800X
124229,2084A0401X
124236,207R00000X
124239,208000000X
124240,207Q00000X
124242,
124249,363AS0400X
124252,363LA2100X
124255,207R00000X
124265,2084P0800X
124266,2084N0400X
124269,2084P0804X
124270,2084N0400X
124271,2084P0800X
124275,207Q00000X
124277,2084F0202X
124278,207R00000X
124282,207Q00000X
124296,207Q00000X
124297,
124299,207Q00000X
124308,208G00000X
124309,207Q00000X
124311,2084N0400X
124316,
124320,207R00000X
124322,207R00000X
124326,208000000X
124335,207R00000X
124339,208000000X
124347,2084N0400X
124348,2080P0205X
124350,208M00000X
124354,2084P0800X
124356,2084P0800X
124359,
124361,207Q00000X
124364,207Q00000X
124368,207Q00000X
124369,2084P0800X
124370,207R00000X
124372,207R00000X
124373,2084N0400X
124374,2084P0800X
124379,207R00000X
124383,2084P0800X
124386,2084N0400X
124393,2084P0800X
124399,2084N0400X
124403,
124405,2084P0800X
124406,2084P0800X
124407,208000000X
124410,2084N0400X
124411,2084N0402X
124413,207R00000X
124415,2084P0800X
124419,2084P0800X
124421,207RH0003X
124422,207K00000X
124423,207Q00000X
124424,207Q00000X
124426,2084N0400X
124429,2085R0001X
124430,2084P0800X
124436,
124438,
124440,207RC0000X
124441,207Q00000X
124443,207R00000X
124449,207Q00000X
124459,207Q00000X
124461,2084N0400X
124464,207Q00000X
124469,207R00000X
124472,2084P0800X
124474,2084A0401X
124479,174400000X
124482,2084N0400X
124487,2084N0400X
124488,207Q00000X
124496,2084N0400X
124499,207R00000X
124511,207R00000X
124512,2084P0800X
124516,2084A0401X
124520,2084N0400X
124521,2084N0400X
124522,363L00000X
124523,2084N0400X
124533,207N00000X
124535,207RC0200X
124540,2084N0400X
124542,2084P0804X
124543,2084P0800X
124544,2084P0800X
124553,207RI0011X
124557,2084N0600X
124558,207R00000X
124567,2084N0400X
124568,
124571,207R00000X
124575,207Q00000X
124579,364SP0807X
124584,2084N0400X
124586,207P00000X
124588,207R00000X
124590,208000000X
124598,2084N0400X
124602,207R00000X
124610,2084N0400X
124613,363LF0000X
124617,2084P0800X
124619,2084P0800X
124621,2084P0800X
124626,2084P0804X
124628,207Q00000X
124629,2084P0800X
124631,2084P0800X
124634,2084N0400X
124635,
124641,207R00000X
124642,2084N0400X
124643,207R00000X
124644,363LP0808X
124645,207Q00000X
124649,2084P0800X
124654,
124658,207Q00000X
124659,2084P0800X
124660,2084P0800X
124665,207RC0000X
124667,207Q00000X
124673,207Q00000X
124674,207Q00000X
124680,207V00000X
124684,207Q00000X
124690,207Q00000X
124696,207R00000X
124697,207Q00000X
124699,207T00000X
124700,
124701,207RI0011X
124703,2084P0800X
124706,207RH0003X
124708,
124711,2084P0800X
124714,2084N0400X
124716,207P00000X
124720,207Q00000X
124723,207Q00000X
124726,207T00000X
124727,207Q00000X
124729,2084P0800X
124730,207Q00000X
124731,207RI0200X
124732,207Q00000X
124736,2084N0400X
124738,207R00000X
124741,2084N0400X
124744,207Q00000X
124746,2084P0800X
124753,207N00000X
124755,208100000X
124758,207Q00000X
124760,2084P0800X
124763,207R00000X
124766,2084N0400X
124772,2084N0400X
124775,2084P0802X
124777,2084N0008X
124781,2084N0400X
124782,
124783,174400000X
124785,2084P0800X
124786,207Q00000X
124789,207RG0100X
124791,2084N0400X
124792,207T00000X
124797,390200000X
124810,2084N0400X
124815,2084P0800X
124818,207P00000X
124820,207Q00000X
124821,2084N0400X
124825,2084N0400X
124833,2084P0800X
124836,207Q00000X
124837,207RG0100X
124838,2084P0804X
124841,2084P0800X
124843,208000000X
124846,2080N0001X
124855,207Q00000X
124857,207R00000X
124862,2084P0800X
124864,2084P0800X
124865,207Q00000X
124866,207Q00000X
124867,207R00000X
124869,207RC0000X
124879,207Q00000X
124881,2084N0600X
124882,183500000X
124883,2084P0800X
124885,2084N0402X
124886,207RC0200X
124887,2080P0008X
124888,207RG0100X
124890,2084V0102X
124893,2084N0400X
124899,2084N0400X
124907,207RP1001X
124909,2084P0800X
124912,
124915,207R00000X
124916,2084N0400X
124920,2084P0800X
124922,207Q00000X
124923,207P00000X
124929,2084N0400X
124935,2084P0800X
124936,207Q00000X
124937,207RE0101X
124942,122300000X
124943,207Q00000X
124946,207R00000X
124947,2084N0400X
124953,2084N0400X
124962,207R00000X
124963,207Q00000X
124964,2084N0400X
124966,
124968,2084P0800X
124970,207R00000X
124975,207Q00000X
124979,2084N0400X
124980,208600000X
124984,2085R0001X
124985,2084P0800X
124990,207RH0003X
124992,207RG0100X
124993,
124995,2084P0800X
124997,208000000X
124999,2085R0001X
125000,2084P0800X
125002,207R00000X
125004,207Q00000X
125010,207Y00000X
125013,2084N0600X
125018,2084P0800X
125022,207R00000X
125023,207R00000X
125024,2084P0800X
125025,
125026,2084P0800X
125029,
125032,2084N0400X
125033,207Q00000X
125036,
125037,390200000X
125038,2084P0800X
125041,2084N0400X
125042,207Q00000X
125043,2084N0400X
125044,2084N0400X
125046,
125050,207R00000X
125053,2084N0400X
125055,
125056,2084N0402X
125059,
125061,2084P0800X
125070,2084N0400X
125077,207Q00000X
125084,2084N0400X
125086,207Q00000X
125088,207RI0011X
125094,2084P0800X
125095,2084P0800X
125100,
125101,207Q00000X
125104,207Q00000X
125110,
125114,2084P0800X
125115,163W00000X
125117,207Q00000X
125122,2084P0800X
125125,2084P0800X
125133,
125138,2084P0804X
125140,2084N0400X
125142,207R00000X
125144,2084P0800X
125151,207Q00000X
125152,2084P0800X
125155,
125158,2084N0400X
125159,2084N0400X
125161,208000000X
125162,2084N0400X
125163,207Q00000X
125166,2084P0804X
125167,2084N0400X
125176,207Q00000X
125184,2084N0400X
125188,207Q00000X
125189,207RG0300X
125192,2084N0600X
125194,2084P0800X
125199,207T00000X
125202,207W00000X
125212,
125217,207N00000X
125224,204F00000X
125231,2084P0800X
125232,207R00000X
125235,208VP0014X
125238,207WX0107X
125239,207R00000X
125240,208VP0014X
125241,2084N0400X
125245,207Q00000X
125248,2084N0400X
125249,2084P0800X
125252,207T00000X
125253,2084N0400X
125256,207Q00000X
125259,207Q00000X
125260,
125269,207T00000X
125271,2084P0800X
125272,207R00000X
125273,207Q00000X
125289,208000000X
125290,2084P0800X
125293,2084P0800X
125297,207ZP0102X
125301,207WX0200X
125302,2084P0800X
125303,207RA0201X
125304,207RC0000X
125305,207T00000X
125307,2084P0800X
125309,207N00000X
125314,2084P0800X
125315,207Q00000X
125319,208000000X
125320,2084N0400X
125335,2084N0400X
125344,207RP1001X
125352,2084P0800X
125353,207Q00000X
125357,207Q00000X
125361,207Q00000X
125362,2084P0800X
125363,363AM0700X
125364,2084N0400X
125365,207Q00000X
125367,207R00000X
125372,207Q00000X
125379,207R00000X
125381,2084P0800X
125382,2084P0802X
125384,2084P0800X
125386,207R00000X
125387,
125392,2084P0800X
125400,2084N0400X
125401,207Q00000X
125407,207RH0003X
125408,207Q00000X
125411,2084N0400X
125414,207QA0505X
125418,207RC0000X
125421,2084N0400X
125424,207R00000X
125427,
125430,208000000X
125435,363LF0000X
125436,207RC0000X
125437,
125438,
125439,2084N0400X
125440,2084P0800X
125441,2084N0400X
125444,207Q00000X
125446,207P00000X
125448,207RE0101X
125452,207QG0300X
125455,207RG0100X
125471,207RG0100X
125474,2084P0800X
125476,207RR0500X
125477,
125480,2084P0800X
125484,207Q00000X
125486,207RC0000X
125487,2084N0400X
125494,204D00000X
125499,207RG0300X
125500,
125504,207L00000X
125505,
125507,207R00000X
125512,207Q00000X
125513,207R00000X
125531,207Q00000X
125533,2084P0800X
125536,2084N0400X
125541,2084P0800X
125542,207Q00000X
125543,
125545,207R00000X
125548,2084P0800X
125549,207Q00000X
125550,208000000X
125554,207Q00000X
125556,2084P0800X
125559,207Q00000X
125561,
125563,207RA0000X
125566,
125572,2084P0800X
125575,208D00000X
125576,207R00000X
125580,207Q00000X
125582,207RH0003X
125583,2084P0800X
125585,207Q00000X
125588,207R00000X
125590,207V00000X
125591,207R00000X
125599,2084N0400X
125600,207RG0100X
125601,2084N0400X
125605,2084N0400X
125610,363LP0808X
125612,
125614,2084N0400X
125615,207Q00000X
125618,2084P0804X
125628,2084P0800X
125629,207V00000X
125630,
125632,207Q00000X
125638,207N00000X
125641,2084P0800X
125643,2084N0400X
125646,2084N0400X
125647,207Q00000X
125657,207R00000X
125658,
125661,2084P0800X
125662,
125664,207Q00000X
125665,207KA0200X
125666,390200000X
125668,207Q00000X
125673,208D00000X
125679,2084P0800X
125682,207QS1201X
125683,2084N0600X
125689,2084P0800X
125693,207Q00000X
125697,207Q00000X
125709,2084N0400X
125711,2084N0400X
125712,207K00000X
125717,2084N0400X
125718,
125719,207Q00000X
125736,2084P0804X
125740,207R00000X
125741,2084P0800X
125747,2084P0800X
125749,207Q00000X
125750,2084N0400X
125751,2084N0402X
125753,207N00000X
125759,207T00000X
125761,207RG0300X
125762,2084P0800X
125764,207L00000X
125767,208000000X
125774,207Q00000X
